person_age,person_income,person_emp_length,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_amnt,loan_int_rate,loan_status,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio
24,49000,5.0,False,False,True,False,False,False,2700,6.92,0,0,4,5.510204081632653
22,49000,6.0,False,True,False,False,False,False,2400,5.79,0,0,4,4.8979591836734695
23,49000,7.0,False,False,False,True,False,False,2400,7.66,0,0,3,4.8979591836734695
25,49000,2.0,False,False,True,False,False,False,18225,10.0,0,0,4,37.19387755102041
26,49000,10.0,False,True,False,False,False,False,20000,10.0,0,0,2,40.816326530612244
22,30000,7.0,False,True,False,False,False,False,6000,14.79,1,0,4,20.0
22,30000,0.0,True,False,False,False,False,False,6000,19.39,1,1,4,20.0
22,36000,1.0,True,False,False,False,False,False,6000,12.68,0,0,4,16.666666666666664
26,30000,2.0,True,False,False,False,False,False,6000,16.77,1,0,2,20.0
23,49000,2.0,False,False,False,False,False,True,6000,7.88,0,0,4,12.244897959183673
26,49000,10.0,False,True,False,False,False,False,14000,7.88,0,0,2,28.57142857142857
22,36000,6.0,False,True,False,False,False,False,6000,10.0,0,0,3,16.666666666666664
24,49000,7.0,False,False,False,True,False,False,3500,7.88,0,0,3,7.142857142857142
25,49000,4.0,False,False,True,False,False,False,2500,6.76,0,0,4,5.1020408163265305
22,36000,4.0,False,True,False,False,False,False,6000,10.36,0,0,3,16.666666666666664
23,36000,2.0,False,False,False,True,False,False,6000,11.86,0,0,4,16.666666666666664
25,36000,9.0,True,False,False,False,False,False,6000,14.72,0,0,2,16.666666666666664
22,49000,6.0,False,False,False,False,False,True,4000,8.94,0,0,2,8.16326530612245
22,49000,2.0,True,False,False,False,False,False,8500,12.53,0,0,2,17.346938775510203
22,36000,6.0,False,True,False,False,False,False,6000,10.75,0,0,3,16.666666666666664
21,49000,5.0,False,False,False,False,False,True,14000,10.99,0,0,3,28.57142857142857
21,36000,2.0,False,True,False,False,False,False,6000,11.86,0,0,3,16.666666666666664
22,49000,4.0,False,False,False,False,False,True,7000,9.32,0,0,2,14.285714285714285
23,30000,4.0,True,False,False,False,False,False,6000,16.32,1,1,3,20.0
23,36000,7.0,False,False,False,False,True,False,6000,7.51,0,0,3,16.666666666666664
24,49000,2.0,False,False,False,False,False,True,20000,15.57,0,1,4,40.816326530612244
24,49000,2.0,False,False,False,False,False,True,7000,13.17,0,1,4,14.285714285714285
22,36000,1.0,True,False,False,False,False,False,6000,7.51,0,0,2,16.666666666666664
22,49032,6.0,False,True,False,False,False,False,2400,11.86,0,0,2,4.894762604013706
22,49140,0.0,False,True,False,False,False,False,3000,13.16,0,0,2,6.105006105006105
25,49152,7.0,False,False,False,True,False,False,3000,11.71,0,0,2,6.103515625
24,36000,5.0,False,False,False,True,False,False,6000,14.96,0,0,2,16.666666666666664
24,30000,0.0,False,False,False,False,True,False,6000,14.11,1,1,4,20.0
25,30000,9.0,False,True,False,False,False,False,6000,14.74,1,1,4,20.0
21,30000,1.0,False,True,False,False,False,False,6000,13.16,1,1,4,20.0
22,49200,6.0,False,False,False,False,False,True,4800,7.51,0,0,3,9.75609756097561
25,49200,6.0,False,False,False,True,False,False,5600,7.49,0,0,2,11.38211382113821
26,30000,1.0,False,False,False,True,False,False,6000,15.45,1,0,4,20.0
25,49200,2.0,False,True,False,False,False,False,6000,10.0,0,0,2,12.195121951219512
24,49200,8.0,False,True,False,False,False,False,4000,13.06,0,0,4,8.130081300813007
26,49200,11.0,False,False,True,False,False,False,10750,11.11,0,0,3,21.84959349593496
26,49200,8.0,False,True,False,False,False,False,4800,6.17,0,0,3,9.75609756097561
23,36100,0.0,False,True,False,False,False,False,6000,9.88,0,0,2,16.62049861495845
22,36250,6.0,False,True,False,False,False,False,6000,14.22,0,1,3,16.551724137931036
21,36450,0.0,False,True,False,False,False,False,6000,8.63,0,0,3,16.46090534979424
22,36628,4.0,False,True,False,False,False,False,6000,11.86,0,0,4,16.380910778639294
25,36852,1.0,False,True,False,False,False,False,6000,12.42,0,0,2,16.281341582546403
23,31000,1.0,True,False,False,False,False,False,6000,11.71,1,0,2,19.35483870967742
24,37000,1.0,True,False,False,False,False,False,6000,7.66,0,0,2,16.216216216216218
24,49344,6.0,True,False,False,False,False,False,8500,9.99,0,0,4,17.226005188067443
24,37000,8.0,False,False,False,True,False,False,6000,6.76,0,0,4,16.216216216216218
22,37000,5.0,False,True,False,False,False,False,6000,11.83,0,0,4,16.216216216216218
26,49441,11.0,False,False,True,False,False,False,12000,6.99,0,0,4,24.271353734754555
21,37200,2.0,True,False,False,False,False,False,6000,11.71,0,0,4,16.129032258064516
24,37200,2.0,False,False,False,False,True,False,6000,9.99,0,0,3,16.129032258064516
22,37500,6.0,False,False,False,True,False,False,6000,12.42,0,0,2,16.0
24,37920,4.0,True,False,False,False,False,False,6000,6.99,0,0,3,15.822784810126583
22,49500,5.0,False,False,False,False,False,True,10000,10.36,0,0,3,20.2020202020202
25,32000,9.0,True,False,False,False,False,False,6000,12.99,1,1,2,18.75
25,49500,2.0,True,False,False,False,False,False,2400,7.51,0,0,2,4.848484848484849
25,38000,8.0,False,False,False,False,True,False,6000,6.99,0,0,4,15.789473684210526
22,38000,2.0,False,True,False,False,False,False,6000,13.57,0,1,4,15.789473684210526
25,49500,3.0,True,False,False,False,False,False,9250,13.79,0,1,2,18.68686868686869
24,38000,0.0,True,False,False,False,False,False,6000,10.39,0,0,2,15.789473684210526
23,38000,5.0,False,True,False,False,False,False,6000,10.46,0,0,2,15.789473684210526
22,49536,6.0,True,False,False,False,False,False,5200,6.62,0,0,2,10.497416020671835
25,38004,0.0,True,False,False,False,False,False,6000,11.89,0,0,2,15.787811809283234
24,43590,8.0,False,False,False,True,False,False,8000,11.83,1,0,3,18.352833218628124
23,43600,5.0,True,False,False,False,False,False,25000,10.99,1,0,3,57.3394495412844
22,49600,4.0,False,False,False,False,False,True,10000,14.96,0,1,3,20.161290322580644
24,49600,8.0,False,False,True,False,False,False,2500,7.4,0,0,2,5.040322580645161
25,49600,9.0,False,False,False,True,False,False,10000,11.66,0,1,4,20.161290322580644
25,43633,3.0,True,False,False,False,False,False,9000,15.62,1,0,3,20.6265899663099
24,33000,3.0,True,False,False,False,False,False,6000,15.62,1,0,2,18.181818181818183
22,33000,3.0,False,False,True,False,False,False,6000,10.99,1,0,4,18.181818181818183
25,49713,7.0,True,False,False,False,False,False,12000,11.86,0,0,2,24.13855530746485
25,49716,6.0,False,False,False,True,False,False,8000,9.32,0,0,2,16.091399147155848
21,39000,4.0,False,True,False,False,False,False,6000,10.38,0,0,3,15.384615384615385
22,33000,2.0,False,True,False,False,False,False,6000,10.99,1,0,4,18.181818181818183
22,39000,1.0,False,True,False,False,False,False,6000,8.0,0,0,3,15.384615384615385
25,33600,9.0,True,False,False,False,False,False,6000,15.58,1,1,2,17.857142857142858
21,39900,3.0,True,False,False,False,False,False,6000,11.49,0,0,3,15.037593984962406
23,39996,2.0,True,False,False,False,False,False,6000,7.51,0,0,3,15.001500150015001
25,39996,9.0,False,False,False,False,False,True,6000,9.7,0,0,4,15.001500150015001
23,39996,0.0,False,True,False,False,False,False,6000,11.66,0,0,3,15.001500150015001
25,49920,9.0,True,False,False,False,False,False,3325,5.42,0,0,3,6.660657051282051
25,40000,2.0,False,False,False,True,False,False,6000,10.65,0,0,3,15.0
22,40000,1.0,False,False,False,True,False,False,6000,12.69,0,0,4,15.0
22,49920,1.0,False,True,False,False,False,False,10000,12.53,0,0,3,20.032051282051285
24,40000,2.0,False,False,False,True,False,False,6000,10.99,0,0,3,15.0
26,49992,10.0,True,False,False,False,False,False,6000,10.99,0,0,2,12.00192030724916
26,49995,10.0,False,True,False,False,False,False,10000,11.71,0,0,3,20.00200020002
24,40000,3.0,False,True,False,False,False,False,6000,6.62,0,0,3,15.0
23,50000,7.0,False,True,False,False,False,False,10000,11.71,0,0,3,20.0
24,40000,4.0,False,False,False,False,True,False,6000,13.99,0,1,3,15.0
25,40000,0.0,False,True,False,False,False,False,6000,7.66,0,0,3,15.0
26,40000,4.0,False,True,False,False,False,False,6000,10.99,0,0,2,15.0
22,50000,2.0,False,True,False,False,False,False,22000,9.91,0,0,2,44.0
22,40000,0.0,False,False,False,False,False,True,6000,7.66,0,0,2,15.0
25,50000,10.0,False,True,False,False,False,False,10000,13.49,0,1,4,20.0
23,40000,3.0,False,True,False,False,False,False,6000,5.79,0,0,4,15.0
25,40000,5.0,False,False,False,False,True,False,6000,7.88,0,0,4,15.0
25,50000,9.0,False,False,False,False,True,False,20000,15.27,0,0,4,40.0
22,40000,5.0,False,False,False,False,False,True,6000,7.51,0,0,4,15.0
23,40000,5.0,False,False,False,True,False,False,6000,8.94,0,0,3,15.0
24,50000,2.0,False,False,False,False,True,False,6000,7.51,0,0,3,12.0
22,50000,6.0,False,True,False,False,False,False,13000,10.65,0,0,3,26.0
22,40000,0.0,False,True,False,False,False,False,6000,12.87,0,1,3,15.0
22,34000,4.0,False,False,False,False,True,False,6000,10.99,1,0,2,17.647058823529413
23,40000,1.0,False,False,False,False,True,False,6000,7.68,0,0,2,15.0
21,50000,5.0,False,True,False,False,False,False,9000,13.49,0,0,4,18.0
22,40000,0.0,False,False,False,False,False,True,6000,8.32,0,0,3,15.0
21,40000,1.0,False,True,False,False,False,False,6000,10.08,0,0,3,15.0
23,34255,7.0,False,False,False,False,False,True,6000,22.11,1,1,3,17.515691139979563
23,50000,5.0,False,False,False,False,False,True,7000,8.9,0,0,4,14.000000000000002
24,41000,3.0,False,True,False,False,False,False,6000,8.9,0,0,3,14.634146341463413
24,50000,0.0,False,True,False,False,False,False,18650,9.91,0,0,3,37.3
22,50000,6.0,False,True,False,False,False,False,4800,6.03,0,0,3,9.6
23,41000,3.0,False,False,False,True,False,False,6000,10.99,0,0,2,14.634146341463413
26,44000,10.0,False,False,False,False,True,False,20000,17.27,1,1,2,45.45454545454545
24,41004,8.0,False,True,False,False,False,False,6000,7.68,0,0,4,14.63271875914545
23,41124,7.0,True,False,False,False,False,False,6000,7.49,0,0,4,14.590020426028596
22,50000,6.0,False,False,False,False,False,True,6000,12.69,0,0,4,12.0
24,44000,4.0,False,False,True,False,False,False,2200,8.9,1,0,4,5.0
25,35196,2.0,False,False,False,True,False,False,6000,14.54,1,0,3,17.047391749062392
25,50000,9.0,False,False,False,False,False,True,18650,7.9,0,0,4,37.3
25,42000,5.0,False,False,False,True,False,False,6000,12.42,0,0,2,14.285714285714285
22,42000,6.0,True,False,False,False,False,False,6000,10.65,0,0,2,14.285714285714285
23,42000,5.0,False,False,False,False,False,True,6000,9.99,0,0,4,14.285714285714285
26,42000,3.0,False,True,False,False,False,False,6000,7.29,0,0,2,14.285714285714285
23,50000,6.0,False,True,False,False,False,False,17000,12.42,0,0,3,34.0
23,50000,7.0,False,True,False,False,False,False,3000,6.03,0,0,4,6.0
25,50000,6.0,False,False,True,False,False,False,11200,14.27,0,1,4,22.400000000000002
24,42000,8.0,True,False,False,False,False,False,6000,12.68,0,0,4,14.285714285714285
25,50000,8.0,True,False,False,False,False,False,12500,10.65,0,0,4,25.0
25,42000,1.0,False,False,False,True,False,False,6000,10.99,0,0,4,14.285714285714285
24,50000,5.0,True,False,False,False,False,False,15000,16.29,0,0,4,30.0
26,42000,0.0,False,False,False,False,False,True,6000,11.12,0,0,4,14.285714285714285
26,42000,8.0,False,False,False,True,False,False,6000,12.73,0,0,4,14.285714285714285
25,50000,2.0,False,False,True,False,False,False,20000,11.71,0,0,4,40.0
22,42000,7.0,False,True,False,False,False,False,6000,10.99,0,0,3,14.285714285714285
23,42996,2.0,False,True,False,False,False,False,6000,12.84,0,1,2,13.954786491766678
25,50000,3.0,True,False,False,False,False,False,17000,6.03,0,0,2,34.0
25,44000,9.0,True,False,False,False,False,False,15000,10.99,1,1,2,34.090909090909086
26,50000,3.0,True,False,False,False,False,False,8000,6.62,0,0,4,16.0
25,50000,0.0,False,False,False,False,False,True,8000,19.42,0,0,2,16.0
23,50000,7.0,True,False,False,False,False,False,2000,6.62,0,0,4,4.0
21,50000,5.0,False,False,False,False,False,True,3500,6.03,0,0,4,7.000000000000001
25,50000,0.0,True,False,False,False,False,False,2600,6.03,0,0,3,5.2
26,44000,3.0,True,False,False,False,False,False,3500,16.29,1,0,3,7.954545454545454
25,44000,1.0,False,True,False,False,False,False,6000,12.69,0,0,4,13.636363636363635
23,44000,2.0,False,False,False,True,False,False,6000,14.22,0,1,4,13.636363636363635
22,50000,6.0,False,False,False,False,True,False,8000,6.03,0,0,3,16.0
24,44000,1.0,False,False,False,True,False,False,6000,8.0,0,0,2,13.636363636363635
23,50000,4.0,False,False,False,False,True,False,12600,11.71,0,0,4,25.2
24,50000,5.0,False,False,False,False,False,True,5000,12.69,0,0,3,10.0
25,50000,2.0,False,False,False,False,False,True,10000,7.9,0,0,2,20.0
26,45000,1.0,False,True,False,False,False,False,6000,9.91,0,0,2,13.333333333333334
24,50000,7.0,False,False,False,False,False,True,7500,11.71,0,0,4,15.0
24,50000,7.0,False,False,True,False,False,False,20000,12.69,0,0,2,40.0
26,45000,1.0,False,False,False,False,False,True,6000,11.71,0,0,2,13.333333333333334
24,50000,8.0,False,False,False,False,False,True,13700,6.03,0,0,3,27.400000000000002
25,39000,0.0,False,False,False,False,False,True,6000,13.49,1,1,2,15.384615384615385
22,50000,6.0,False,False,False,False,True,False,15000,7.9,0,0,3,30.0
23,39000,1.0,False,True,False,False,False,False,6000,15.99,1,0,3,15.384615384615385
23,50000,3.0,False,True,False,False,False,False,10000,6.03,0,0,4,20.0
24,50000,2.0,False,False,False,True,False,False,12000,6.62,0,0,4,24.0
26,50000,10.0,False,False,False,False,False,True,9825,7.9,0,0,4,19.650000000000002
22,50000,6.0,False,False,False,False,False,True,10000,10.99,0,0,4,20.0
26,45000,3.0,False,False,False,True,False,False,6000,7.49,0,0,2,13.333333333333334
24,45000,5.0,False,True,False,False,False,False,6000,10.99,0,0,3,13.333333333333334
26,50000,4.0,False,False,False,False,False,True,17200,7.51,0,0,4,34.4
25,50000,9.0,False,True,False,False,False,False,9175,19.42,0,0,4,18.35
23,39000,7.0,False,False,False,True,False,False,6000,14.09,1,1,3,15.384615384615385
26,45000,3.0,False,True,False,False,False,False,6000,5.79,0,0,2,13.333333333333334
22,45000,0.0,False,False,False,False,True,False,6000,13.23,0,0,4,13.333333333333334
23,45000,2.0,False,False,False,False,False,True,6000,11.86,0,0,3,13.333333333333334
23,45000,7.0,False,False,False,False,False,True,6000,11.49,0,0,2,13.333333333333334
22,50000,6.0,True,False,False,False,False,False,12000,7.9,0,0,4,24.0
22,50000,6.0,False,False,False,False,True,False,7800,6.62,0,0,3,15.6
26,50000,10.0,True,False,False,False,False,False,5400,8.9,0,0,2,10.8
22,39000,6.0,False,False,True,False,False,False,6000,13.22,1,1,2,15.384615384615385
24,45000,8.0,False,False,False,False,True,False,6000,10.99,0,0,3,13.333333333333334
23,45000,8.0,True,False,False,False,False,False,6000,12.53,0,0,2,13.333333333333334
21,45000,5.0,False,False,False,True,False,False,6000,9.38,0,0,4,13.333333333333334
25,39396,0.0,False,False,False,False,False,True,6000,15.31,1,1,3,15.229972586049346
26,50000,6.0,False,True,False,False,False,False,3000,9.91,0,0,2,6.0
26,50000,7.0,False,False,False,False,False,True,7200,6.62,0,0,2,14.399999999999999
26,39600,3.0,False,False,False,False,True,False,6000,12.42,1,0,3,15.151515151515152
24,50000,3.0,False,False,False,False,False,True,15000,8.9,0,0,2,30.0
22,50000,6.0,False,True,False,False,False,False,1000,9.91,0,0,2,2.0
23,50000,0.0,False,False,False,False,False,True,6100,10.99,0,0,4,12.2
25,46000,3.0,False,False,False,False,True,False,6000,14.72,0,1,4,13.043478260869565
24,50000,5.0,False,False,False,False,True,False,22800,17.27,0,0,2,45.6
25,50000,4.0,True,False,False,False,False,False,9000,6.03,0,0,2,18.0
24,46151,2.0,True,False,False,False,False,False,6000,10.59,0,0,4,13.000801716105826
21,46200,5.0,False,True,False,False,False,False,6000,10.99,0,0,4,12.987012987012985
25,50000,5.0,True,False,False,False,False,False,8000,5.42,0,0,4,16.0
23,46443,7.0,False,True,False,False,False,False,6000,7.9,0,0,4,12.919062076093276
26,50000,8.0,False,False,False,False,True,False,4200,12.99,0,1,4,8.4
24,50000,8.0,False,False,False,False,True,False,8000,10.99,0,0,3,16.0
25,46500,1.0,False,True,False,False,False,False,6000,8.88,0,0,2,12.903225806451612
22,40680,2.0,False,False,True,False,False,False,6000,11.36,1,0,4,14.749262536873156
24,47000,7.0,False,False,False,False,False,True,6000,8.9,0,0,3,12.76595744680851
23,50000,2.0,False,False,False,False,False,True,6400,8.49,0,0,4,12.8
25,47000,6.0,False,False,False,False,False,True,6000,11.71,0,0,2,12.76595744680851
24,47000,8.0,True,False,False,False,False,False,6000,10.99,0,0,4,12.76595744680851
24,47000,3.0,False,False,False,False,True,False,6000,7.66,0,0,2,12.76595744680851
22,47000,2.0,False,False,False,True,False,False,6000,5.42,0,0,3,12.76595744680851
25,47000,1.0,False,True,False,False,False,False,6000,12.87,0,1,3,12.76595744680851
26,47000,1.0,True,False,False,False,False,False,6000,10.33,0,0,4,12.76595744680851
23,41500,3.0,False,True,False,False,False,False,6000,16.7,1,0,2,14.457831325301203
26,50000,10.0,False,False,False,False,True,False,14400,7.49,0,0,4,28.799999999999997
24,41628,6.0,True,False,False,False,False,False,6000,11.28,1,1,2,14.413375612568464
24,47928,1.0,False,False,False,True,False,False,6000,12.53,0,0,2,12.518778167250877
23,44000,3.0,False,False,False,True,False,False,5400,10.99,1,0,2,12.272727272727273
24,48000,0.0,False,True,False,False,False,False,6000,10.99,0,0,3,12.5
26,44000,6.0,False,True,False,False,False,False,10000,5.42,1,0,4,22.727272727272727
23,50000,0.0,False,False,False,False,False,True,2800,10.59,0,0,2,5.6000000000000005
23,42000,1.0,False,False,True,False,False,False,6000,12.99,1,0,4,14.285714285714285
26,50000,8.0,False,False,False,False,False,True,8000,10.59,0,0,2,16.0
25,48000,2.0,False,False,False,True,False,False,6000,12.99,0,1,3,12.5
22,48000,6.0,False,False,False,False,False,True,6000,7.49,0,0,4,12.5
25,48000,2.0,False,False,False,False,True,False,6000,10.37,0,0,4,12.5
24,50000,7.0,False,False,False,False,False,True,11000,16.89,0,0,3,22.0
26,50000,5.0,False,False,True,False,False,False,12375,10.99,0,0,3,24.75
23,50000,5.0,False,False,False,False,False,True,3600,5.99,0,0,2,7.199999999999999
21,48000,5.0,False,False,False,False,False,True,6000,13.48,0,0,4,12.5
22,50000,6.0,False,False,False,False,False,True,7200,10.99,0,0,3,14.399999999999999
22,44000,6.0,False,False,False,False,False,True,6400,15.99,1,1,2,14.545454545454545
25,44000,9.0,True,False,False,False,False,False,9800,7.49,1,0,4,22.272727272727273
24,42000,2.0,False,False,True,False,False,False,6000,14.96,1,1,3,14.285714285714285
26,48000,0.0,False,True,False,False,False,False,6000,8.59,0,0,4,12.5
26,50000,10.0,False,False,False,False,True,False,7500,5.99,0,0,2,15.0
23,50000,3.0,False,False,False,True,False,False,10000,10.99,0,0,3,20.0
22,50000,7.0,True,False,False,False,False,False,9000,8.49,0,0,2,18.0
23,48000,3.0,False,True,False,False,False,False,6000,11.89,0,0,3,12.5
23,42000,3.0,True,False,False,False,False,False,6000,14.42,1,0,4,14.285714285714285
23,50000,7.0,False,False,False,False,False,True,2050,7.49,0,0,2,4.1000000000000005
23,42000,2.0,False,False,False,False,True,False,6000,12.41,1,0,4,14.285714285714285
24,48000,8.0,False,False,False,True,False,False,6000,12.22,0,1,4,12.5
23,48500,1.0,False,False,False,True,False,False,6000,9.32,0,0,3,12.371134020618557
23,44000,7.0,False,False,False,False,True,False,10000,8.49,1,0,4,22.727272727272727
22,48996,6.0,False,False,False,False,True,False,6000,10.99,0,0,2,12.24589762429586
23,49000,6.0,True,False,False,False,False,False,6000,7.9,0,0,3,12.244897959183673
22,50000,1.0,False,False,False,True,False,False,3600,10.99,0,0,2,7.199999999999999
24,50000,7.0,False,False,True,False,False,False,6000,13.99,0,1,4,12.0
25,49000,8.0,False,True,False,False,False,False,6000,10.99,0,1,2,12.244897959183673
23,49152,2.0,False,False,False,False,True,False,6000,7.9,0,0,3,12.20703125
21,49200,4.0,False,True,False,False,False,False,6000,13.72,0,0,3,12.195121951219512
22,50000,4.0,False,False,False,True,False,False,8000,10.59,0,0,4,16.0
24,49500,9.0,False,True,False,False,False,False,6000,16.07,0,1,4,12.121212121212121
21,50000,5.0,True,False,False,False,False,False,5375,7.49,0,0,3,10.75
22,50000,4.0,False,False,False,True,False,False,6000,10.65,0,0,2,12.0
23,50000,4.0,True,False,False,False,False,False,6000,11.49,0,0,3,12.0
23,50000,7.0,True,False,False,False,False,False,15000,9.99,0,0,4,30.0
24,50000,0.0,False,False,False,False,True,False,6000,7.49,0,0,4,12.0
24,50000,5.0,False,False,False,True,False,False,6000,14.79,0,0,4,12.0
22,50000,3.0,True,False,False,False,False,False,6000,13.49,0,1,2,12.0
25,50000,1.0,False,False,False,True,False,False,6000,14.79,0,1,3,12.0
24,50000,8.0,False,True,False,False,False,False,9600,6.99,0,0,3,19.2
23,50000,4.0,False,False,False,False,False,True,6000,13.49,0,0,3,12.0
25,50000,5.0,False,False,True,False,False,False,6000,12.99,0,1,3,12.0
22,50000,4.0,False,False,False,False,True,False,5000,12.62,0,0,3,10.0
26,50000,4.0,False,False,False,False,True,False,6000,10.99,0,0,3,12.0
24,50000,5.0,False,False,False,False,True,False,3500,10.99,0,0,2,7.000000000000001
24,50000,1.0,False,False,False,True,False,False,6000,5.79,0,0,4,12.0
26,50000,7.0,False,False,False,True,False,False,12000,8.49,0,0,4,24.0
23,50000,4.0,True,False,False,False,False,False,6000,5.79,0,0,2,12.0
21,50000,5.0,False,False,False,False,True,False,7000,10.59,0,0,3,14.000000000000002
25,50000,9.0,False,False,True,False,False,False,6000,14.17,0,0,3,12.0
21,50000,5.0,False,False,False,True,False,False,6000,10.75,0,0,2,12.0
22,50000,3.0,True,False,False,False,False,False,6000,10.25,0,0,3,12.0
24,50000,8.0,False,True,False,False,False,False,15000,9.99,0,0,3,30.0
23,50000,5.0,False,False,False,False,True,False,6000,11.48,0,0,3,12.0
22,44000,6.0,False,False,False,True,False,False,5000,5.42,1,0,4,11.363636363636363
26,50000,6.0,True,False,False,False,False,False,10800,10.99,0,0,4,21.6
23,50000,4.0,False,False,False,False,False,True,4800,5.99,0,0,3,9.6
22,50000,6.0,False,False,False,False,True,False,6000,11.89,0,0,2,12.0
23,50000,6.0,False,False,False,False,False,True,7000,5.99,0,0,3,14.000000000000002
22,50000,2.0,True,False,False,False,False,False,6000,10.46,0,0,4,12.0
22,50000,0.0,True,False,False,False,False,False,6400,7.29,0,0,4,12.8
26,44000,4.0,False,False,False,False,True,False,11500,9.63,1,0,3,26.136363636363637
22,50508,5.0,False,False,False,False,False,True,6000,5.42,0,0,3,11.879306248515087
24,50000,4.0,True,False,False,False,False,False,5000,10.0,0,0,4,10.0
23,50000,3.0,False,False,False,False,True,False,6000,6.92,0,0,2,12.0
22,50650,4.0,True,False,False,False,False,False,6000,11.86,0,0,2,11.846001974333662
24,50000,8.0,False,True,False,False,False,False,3000,7.66,0,0,2,6.0
24,50740,0.0,False,False,False,True,False,False,6000,9.63,0,0,3,11.824990145841545
24,45000,0.0,False,False,False,True,False,False,6000,17.19,1,0,3,13.333333333333334
25,50000,9.0,False,False,False,False,True,False,10000,6.92,0,0,2,20.0
26,51356,4.0,True,False,False,False,False,False,6000,5.79,0,0,4,11.683152893527533
26,51500,3.0,False,False,False,True,False,False,6000,10.75,0,0,3,11.650485436893204
25,51541,0.0,True,False,False,False,False,False,6000,12.18,0,0,4,11.641217671368425
26,45928,5.0,False,False,True,False,False,False,6000,7.9,1,0,4,13.06392614527086
23,52000,4.0,True,False,False,False,False,False,6000,14.22,0,0,4,11.538461538461538
25,50000,9.0,False,False,True,False,False,False,8000,10.0,0,0,2,16.0
25,52000,2.0,False,False,False,False,False,True,6000,12.87,0,1,4,11.538461538461538
25,52000,4.0,False,False,False,False,False,True,6000,14.96,0,1,2,11.538461538461538
26,52000,10.0,False,False,True,False,False,False,6000,15.68,0,0,3,11.538461538461538
24,52800,3.0,False,False,True,False,False,False,6000,9.91,0,0,4,11.363636363636363
22,50000,6.0,False,False,False,False,False,True,6400,6.92,0,0,4,12.8
25,53000,9.0,False,False,True,False,False,False,6000,7.9,0,0,4,11.320754716981133
22,50000,3.0,False,True,False,False,False,False,5000,7.29,0,0,4,10.0
24,53000,0.0,False,True,False,False,False,False,6000,11.49,0,0,2,11.320754716981133
23,50000,5.0,True,False,False,False,False,False,6000,7.66,0,0,4,12.0
22,53819,2.0,False,True,False,False,False,False,6000,7.42,0,0,3,11.148479161634366
26,50000,9.0,True,False,False,False,False,False,10000,10.99,0,0,3,20.0
22,50000,6.0,False,False,False,False,False,True,6800,6.92,0,0,4,13.600000000000001
22,50000,3.0,False,False,False,False,True,False,6000,11.11,0,0,3,12.0
22,54000,6.0,False,False,False,False,True,False,6000,12.98,0,0,3,11.11111111111111
24,54000,2.0,False,True,False,False,False,False,6000,7.14,0,0,3,11.11111111111111
26,48000,0.0,False,False,False,False,True,False,6000,16.45,1,0,4,12.5
26,50000,10.0,False,False,True,False,False,False,6000,10.99,0,0,3,12.0
25,54000,4.0,False,False,True,False,False,False,6000,8.59,0,0,4,11.11111111111111
23,54000,0.0,False,True,False,False,False,False,6000,12.53,0,1,4,11.11111111111111
22,50000,7.0,False,False,False,False,False,True,8800,11.11,0,0,4,17.599999999999998
22,50000,4.0,False,True,False,False,False,False,12000,7.29,0,0,3,24.0
25,50000,5.0,False,True,False,False,False,False,4000,13.43,0,1,3,8.0
26,48700,0.0,False,False,False,True,False,False,6000,14.59,1,0,3,12.320328542094455
22,54996,4.0,False,False,False,False,False,True,6000,10.75,0,0,3,10.909884355225834
26,50000,1.0,False,False,False,False,False,True,15000,10.37,0,0,2,30.0
25,50000,9.0,False,False,False,False,True,False,12000,10.99,0,0,2,24.0
25,55000,0.0,True,False,False,False,False,False,6000,10.65,0,0,2,10.909090909090908
22,55000,6.0,False,True,False,False,False,False,6000,14.27,0,1,2,10.909090909090908
23,50000,2.0,True,False,False,False,False,False,14400,10.0,0,0,2,28.799999999999997
22,55000,2.0,False,True,False,False,False,False,6000,8.9,0,0,3,10.909090909090908
25,55000,3.0,False,False,True,False,False,False,6000,10.99,0,0,3,10.909090909090908
24,55000,0.0,True,False,False,False,False,False,6000,6.03,0,0,4,10.909090909090908
22,55000,6.0,False,True,False,False,False,False,6000,6.62,0,0,2,10.909090909090908
24,50000,2.0,False,False,False,False,True,False,7000,5.42,0,0,4,14.000000000000002
23,55000,7.0,False,True,False,False,False,False,6000,10.99,0,0,2,10.909090909090908
22,55000,6.0,True,False,False,False,False,False,6000,6.99,0,0,3,10.909090909090908
21,49000,4.0,False,False,False,False,False,True,6000,15.99,1,0,4,12.244897959183673
26,55000,10.0,False,False,False,True,False,False,6000,5.42,0,0,4,10.909090909090908
22,55000,7.0,False,True,False,False,False,False,6000,9.25,0,0,3,10.909090909090908
22,50000,4.0,True,False,False,False,False,False,5150,8.88,0,0,2,10.299999999999999
24,50000,8.0,False,False,False,True,False,False,12000,5.42,0,0,2,24.0
21,49000,5.0,True,False,False,False,False,False,6000,14.84,1,1,4,12.244897959183673
26,55000,6.0,False,False,True,False,False,False,6000,7.14,0,0,4,10.909090909090908
21,55000,3.0,False,True,False,False,False,False,6000,10.99,0,0,3,10.909090909090908
22,55000,5.0,True,False,False,False,False,False,6000,7.51,0,0,3,10.909090909090908
